player_name,draft_year,draft_round,draft_pick,nba2k_version,nba_season,overall_rating,Name match,Updated draft year,Updated draft pick
Mike Miller,2000,1,5,NBA 2K13,2012-13,79,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K14,2013-14,77,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K15,2014-15,75,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K2,2001-02,75,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K3,2002-03,78,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K4,2003-04,79,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K5,2004-05,79,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K6,2005-06,80,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K7,2006-07,81,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K8,2007-08,82,Mike Miller,2000,5
Mike Miller,2000,1,5,NBA 2K9,2008-09,81,Mike Miller,2000,5
DerMarr Johnson,2000,1,6,NBA 2K1,2000-01,71,DerMarr Johnson,2000,6
DerMarr Johnson,2000,1,6,NBA 2K2,2001-02,72,DerMarr Johnson,2000,6
DerMarr Johnson,2000,1,6,NBA 2K3,2002-03,71,DerMarr Johnson,2000,6
Chris Mihm,2000,1,7,NBA 2K1,2000-01,70,Chris Mihm,2000,7
Chris Mihm,2000,1,7,NBA 2K2,2001-02,72,Chris Mihm,2000,7
Chris Mihm,2000,1,7,NBA 2K3,2002-03,73,Chris Mihm,2000,7
Chris Mihm,2000,1,7,NBA 2K4,2003-04,73,Chris Mihm,2000,7
Chris Mihm,2000,1,7,NBA 2K5,2004-05,75,Chris Mihm,2000,7
Chris Mihm,2000,1,7,NBA 2K6,2005-06,74,Chris Mihm,2000,7
Chris Mihm,2000,1,7,NBA 2K7,2006-07,74,Chris Mihm,2000,7
Chris Mihm,2000,1,7,NBA 2K8,2007-08,72,Chris Mihm,2000,7
Jamal Crawford,2000,1,8,NBA 2K1,2000-01,71,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K10,2009-10,80,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K11,2010-11,79,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K12,2011-12,79,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K13,2012-13,79,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K14,2013-14,78,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K15,2014-15,78,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K16,2015-16,78,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K17,2016-17,78,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K18,2017-18,77,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K19,2018-19,76,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K2,2001-02,75,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K3,2002-03,77,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K4,2003-04,78,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K5,2004-05,78,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K6,2005-06,78,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K7,2006-07,79,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K8,2007-08,81,Jamal Crawford,2000,8
Jamal Crawford,2000,1,8,NBA 2K9,2008-09,81,Jamal Crawford,2000,8
Joel Przybilla,2000,1,9,NBA 2K1,2000-01,68,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K10,2009-10,72,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K11,2010-11,71,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K2,2001-02,70,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K3,2002-03,73,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K4,2003-04,73,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K5,2004-05,73,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K6,2005-06,74,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K7,2006-07,74,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K8,2007-08,74,Joel Przybilla,2000,9
Joel Przybilla,2000,1,9,NBA 2K9,2008-09,73,Joel Przybilla,2000,9
Keyon Dooling,2000,1,10,NBA 2K1,2000-01,68,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K10,2009-10,72,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K11,2010-11,71,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K12,2011-12,70,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K2,2001-02,70,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K3,2002-03,72,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K4,2003-04,73,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K5,2004-05,73,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K6,2005-06,73,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K7,2006-07,73,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K8,2007-08,73,Keyon Dooling,2000,10
Keyon Dooling,2000,1,10,NBA 2K9,2008-09,73,Keyon Dooling,2000,10
Courtney Alexander,2000,1,11,NBA 2K1,2000-01,71,Courtney Alexander,2000,13
Jérôme Moïso,2000,1,11,NBA 2K1,2000-01,70,JÃ©rÃ´me MoÃ¯so,2000,2000
Courtney Alexander,2000,1,11,NBA 2K2,2001-02,72,Courtney Alexander,2000,13
Jérôme Moïso,2000,1,11,NBA 2K2,2001-02,71,JÃ©rÃ´me MoÃ¯so,2000,2000
Courtney Alexander,2000,1,11,NBA 2K3,2002-03,72,Courtney Alexander,2000,13
Jérôme Moïso,2000,1,11,NBA 2K3,2002-03,69,JÃ©rÃ´me MoÃ¯so,2000,2000
Jérôme Moïso,2000,1,11,NBA 2K4,2003-04,68,JÃ©rÃ´me MoÃ¯so,2000,2000
Etan Thomas,2000,1,12,NBA 2K1,2000-01,68,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K10,2009-10,70,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K2,2001-02,70,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K3,2002-03,71,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K4,2003-04,72,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K5,2004-05,72,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K6,2005-06,73,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K7,2006-07,73,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K8,2007-08,72,Etan Thomas,2000,12
Etan Thomas,2000,1,12,NBA 2K9,2008-09,71,Etan Thomas,2000,12
Hedo Turkoglu,2000,1,14,NBA 2K1,2000-01,68,Hedo Turkoglu,2000,2000
Mateen Cleaves,2000,1,14,NBA 2K1,2000-01,68,Mateen Cleaves,2000,14
Hedo Turkoglu,2000,1,14,NBA 2K10,2009-10,79,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K11,2010-11,77,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K12,2011-12,75,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K13,2012-13,73,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K14,2013-14,71,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K2,2001-02,71,Hedo Turkoglu,2000,2000
Mateen Cleaves,2000,1,14,NBA 2K2,2001-02,67,Mateen Cleaves,2000,14
Hedo Turkoglu,2000,1,14,NBA 2K3,2002-03,73,Hedo Turkoglu,2000,2000
Mateen Cleaves,2000,1,14,NBA 2K3,2002-03,67,Mateen Cleaves,2000,14
Hedo Turkoglu,2000,1,14,NBA 2K4,2003-04,76,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K5,2004-05,78,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K6,2005-06,80,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K7,2006-07,81,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K8,2007-08,83,Hedo Turkoglu,2000,2000
Hedo Turkoglu,2000,1,14,NBA 2K9,2008-09,83,Hedo Turkoglu,2000,2000
Desmond Mason,2000,1,15,NBA 2K1,2000-01,70,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K10,2009-10,72,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K2,2001-02,73,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K3,2002-03,74,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K4,2003-04,75,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K5,2004-05,75,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K6,2005-06,75,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K7,2006-07,75,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K8,2007-08,74,Desmond Mason,2000,17
Desmond Mason,2000,1,15,NBA 2K9,2008-09,73,Desmond Mason,2000,17
Quentin Richardson,2000,1,16,NBA 2K1,2000-01,70,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K10,2009-10,73,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K11,2010-11,72,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K2,2001-02,73,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K3,2002-03,75,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K4,2003-04,77,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K5,2004-05,77,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K6,2005-06,77,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K7,2006-07,76,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K8,2007-08,76,Quentin Richardson,2000,18
Quentin Richardson,2000,1,16,NBA 2K9,2008-09,75,Quentin Richardson,2000,18
Jamaal Magloire,2000,1,17,NBA 2K1,2000-01,69,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K10,2009-10,70,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K11,2010-11,69,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K2,2001-02,73,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K3,2002-03,78,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K4,2003-04,79,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K5,2004-05,78,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K6,2005-06,76,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K7,2006-07,74,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K8,2007-08,73,Jamaal Magloire,2000,19
Jamaal Magloire,2000,1,17,NBA 2K9,2008-09,71,Jamaal Magloire,2000,19
DeShawn Stevenson,2000,1,22,NBA 2K1,2000-01,67,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K10,2009-10,72,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K11,2010-11,73,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K12,2011-12,73,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K13,2012-13,71,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K14,2013-14,70,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K2,2001-02,68,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K3,2002-03,70,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K4,2003-04,71,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K5,2004-05,72,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K6,2005-06,72,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K7,2006-07,72,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K8,2007-08,73,DeShawn Stevenson,2000,23
DeShawn Stevenson,2000,1,22,NBA 2K9,2008-09,72,DeShawn Stevenson,2000,23
Morris Peterson,2000,1,24,NBA 2K1,2000-01,69,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K10,2009-10,70,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K11,2010-11,69,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K2,2001-02,72,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K3,2002-03,73,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K4,2003-04,74,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K5,2004-05,74,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K6,2005-06,74,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K7,2006-07,73,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K8,2007-08,72,Morris Peterson,2000,21
Morris Peterson,2000,1,24,NBA 2K9,2008-09,71,Morris Peterson,2000,21
Speedy Claxton,2000,1,27,NBA 2K1,2000-01,67,Speedy Claxton,2000,20
Speedy Claxton,2000,1,27,NBA 2K2,2001-02,70,Speedy Claxton,2000,20
Speedy Claxton,2000,1,27,NBA 2K3,2002-03,72,Speedy Claxton,2000,20
Speedy Claxton,2000,1,27,NBA 2K4,2003-04,73,Speedy Claxton,2000,20
Speedy Claxton,2000,1,27,NBA 2K5,2004-05,73,Speedy Claxton,2000,20
Speedy Claxton,2000,1,27,NBA 2K6,2005-06,73,Speedy Claxton,2000,20
Speedy Claxton,2000,1,27,NBA 2K7,2006-07,72,Speedy Claxton,2000,20
Speedy Claxton,2000,1,27,NBA 2K8,2007-08,71,Speedy Claxton,2000,20
Kwame Brown,2001,1,1,NBA 2K10,2009-10,71,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K11,2010-11,70,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K12,2011-12,70,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K2,2001-02,75,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K3,2002-03,73,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K4,2003-04,73,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K5,2004-05,72,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K6,2005-06,73,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K7,2006-07,74,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K8,2007-08,73,Kwame Brown,2001,1
Kwame Brown,2001,1,1,NBA 2K9,2008-09,72,Kwame Brown,2001,1
Tyson Chandler,2001,1,2,NBA 2K10,2009-10,80,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K11,2010-11,80,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K12,2011-12,82,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K13,2012-13,80,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K14,2013-14,80,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K15,2014-15,79,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K16,2015-16,78,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K17,2016-17,77,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K18,2017-18,76,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K19,2018-19,74,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K2,2001-02,72,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K3,2002-03,74,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K4,2003-04,75,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K5,2004-05,75,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K6,2005-06,76,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K7,2006-07,78,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K8,2007-08,78,Tyson Chandler,2001,2
Tyson Chandler,2001,1,2,NBA 2K9,2008-09,79,Tyson Chandler,2001,2
Pau Gasol,2001,1,3,NBA 2K10,2009-10,88,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K11,2010-11,88,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K12,2011-12,88,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K13,2012-13,87,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K14,2013-14,86,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K15,2014-15,83,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K16,2015-16,82,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K17,2016-17,80,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K18,2017-18,78,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K19,2018-19,76,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K2,2001-02,79,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K3,2002-03,83,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K4,2003-04,85,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K5,2004-05,86,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K6,2005-06,86,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K7,2006-07,87,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K8,2007-08,87,Pau Gasol,2001,3
Pau Gasol,2001,1,3,NBA 2K9,2008-09,87,Pau Gasol,2001,3
Eddy Curry,2001,1,4,NBA 2K10,2009-10,72,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K2,2001-02,74,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K3,2002-03,78,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K4,2003-04,78,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K5,2004-05,78,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K6,2005-06,78,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K7,2006-07,76,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K8,2007-08,75,Eddy Curry,2001,4
Eddy Curry,2001,1,4,NBA 2K9,2008-09,74,Eddy Curry,2001,4
Jason Richardson,2001,1,5,NBA 2K10,2009-10,78,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K11,2010-11,77,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K12,2011-12,76,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K13,2012-13,74,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K14,2013-14,73,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K2,2001-02,74,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K3,2002-03,78,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K4,2003-04,80,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K5,2004-05,80,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K6,2005-06,80,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K7,2006-07,80,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K8,2007-08,79,Jason Richardson,2001,5
Jason Richardson,2001,1,5,NBA 2K9,2008-09,79,Jason Richardson,2001,5
Shane Battier,2001,1,6,NBA 2K10,2009-10,77,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K11,2010-11,77,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K12,2011-12,77,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K13,2012-13,76,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K14,2013-14,75,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K2,2001-02,73,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K3,2002-03,75,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K4,2003-04,77,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K5,2004-05,77,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K6,2005-06,77,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K7,2006-07,78,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K8,2007-08,78,Shane Battier,2001,6
Shane Battier,2001,1,6,NBA 2K9,2008-09,78,Shane Battier,2001,6
Eddie Griffin,2001,1,7,NBA 2K2,2001-02,72,Eddie Griffin,2001,7
Eddie Griffin,2001,1,7,NBA 2K3,2002-03,73,Eddie Griffin,2001,7
Eddie Griffin,2001,1,7,NBA 2K4,2003-04,74,Eddie Griffin,2001,7
Eddie Griffin,2001,1,7,NBA 2K5,2004-05,74,Eddie Griffin,2001,7
Eddie Griffin,2001,1,7,NBA 2K6,2005-06,74,Eddie Griffin,2001,7
DeSagana Diop,2001,1,8,NBA 2K10,2009-10,71,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K11,2010-11,70,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K12,2011-12,70,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K13,2012-13,69,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K2,2001-02,68,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K3,2002-03,70,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K4,2003-04,71,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K5,2004-05,72,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K6,2005-06,73,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K7,2006-07,74,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K8,2007-08,73,DeSagana Diop,2001,8
DeSagana Diop,2001,1,8,NBA 2K9,2008-09,72,DeSagana Diop,2001,8
Rodney White,2001,1,9,NBA 2K2,2001-02,71,Rodney White,2001,9
Rodney White,2001,1,9,NBA 2K3,2002-03,73,Rodney White,2001,9
Rodney White,2001,1,9,NBA 2K4,2003-04,72,Rodney White,2001,9
Rodney White,2001,1,9,NBA 2K5,2004-05,71,Rodney White,2001,9
Joe Johnson,2001,1,10,NBA 2K10,2009-10,85,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K11,2010-11,85,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K12,2011-12,84,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K13,2012-13,83,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K14,2013-14,82,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K15,2014-15,81,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K16,2015-16,79,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K17,2016-17,77,Joe Johnson,2001,10
Joe Johnson,2001,1,10,NBA 2K18,2017-18,75,Joe Johnson,2001,10
